x,y,z
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.997469425201416,-3.5701889991760254,104.15106201171875
2.900479793548584,-3.6104912757873535,104.49915313720703
3.0183520317077637,-3.304835557937622,104.12074279785156
2.8930864334106445,-3.3673951625823975,104.6103515625
2.9526267051696777,-3.0578832626342773,104.11893463134766
2.8349595069885254,-3.1252055168151855,104.63690185546875
2.9541730880737305,-3.0500216484069824,104.3299331665039
2.9031105041503906,-3.0824763774871826,104.5041275024414
2.8995866775512695,-2.650937795639038,104.31599426269531
2.818483591079712,-2.6941349506378174,104.53915405273438
3.1466712951660156,-2.3837924003601074,104.38202667236328
2.8989195823669434,-2.3283331394195557,104.6214370727539
2.8981165885925293,-3.879239559173584,104.2712631225586
2.945615291595459,-3.666541576385498,104.3125228881836
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.9281070232391357,-3.0611038208007812,104.38556671142578
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.015770673751831,-4.229432106018066,114.62849426269531
2.096806049346924,-4.28300142288208,114.84776306152344
2.089360475540161,-3.9864859580993652,114.59767150878906
2.0407512187957764,-4.066185474395752,114.9566879272461
2.151543140411377,-3.7651095390319824,114.57170104980469
1.8717120885849,-3.911402702331543,115.0156478881836
2.026766777038574,-3.7521800994873047,114.74102020263672
2.1149168014526367,-3.7728679180145264,114.84971618652344
1.8131287097930908,-3.400664806365967,114.82258605957031
2.261685371398926,-3.3825302124023438,114.87901306152344
1.6812093257904053,-3.0246329307556152,114.9148941040039
2.4759230613708496,-3.0399692058563232,114.81796264648438
1.9929628372192383,-4.552986145019531,114.71614837646484
2.049368381500244,-4.322171211242676,114.72489929199219
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
2.070152759552002,-3.7573752403259277,114.76384735107422
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.295683860778809,-7.212362289428711,137.21270751953125
-12.002999305725098,-7.360161781311035,137.4742431640625
-12.277473449707031,-6.9465484619140625,137.1629638671875
-11.887983322143555,-7.133303642272949,137.60430908203125
-12.276870727539062,-6.704948902130127,137.18270874023438
-11.966400146484375,-6.967864990234375,137.77459716796875
-12.179445266723633,-6.752085208892822,137.40908813476562
-12.014191627502441,-6.792848110198975,137.507568359375
-12.267311096191406,-6.441041946411133,137.636474609375
-11.937084197998047,-6.424549102783203,137.5784149169922
-12.219676971435547,-6.043515205383301,137.73419189453125
-11.720538139343262,-6.1480255126953125,137.33291625976562
-12.278932571411133,-7.577425956726074,137.34112548828125
-12.167837142944336,-7.357696533203125,137.3254852294922
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
-12.097654342651367,-6.767344951629639,137.42678833007812
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.9380340576171875,-5.786714553833008,115.13448333740234
5.8344268798828125,-5.860571384429932,115.53746032714844
5.905989646911621,-5.553537368774414,115.06503295898438
5.84343147277832,-5.653576850891113,115.70443725585938
5.677172660827637,-5.58146858215332,115.11294555664062
5.754228591918945,-5.4943437576293945,115.61691284179688
5.986252784729004,-5.266940116882324,115.37792205810547
5.923071384429932,-5.3002471923828125,115.54954528808594
6.020055294036865,-4.875611305236816,115.43161010742188
5.801299571990967,-4.929094314575195,115.59133911132812
6.119565010070801,-4.492839813232422,115.53094482421875
5.795021057128906,-4.533315181732178,115.66435241699219
5.732110023498535,-6.0354814529418945,115.26115417480469
5.8757171630859375,-5.876699447631836,115.325927734375
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
5.953670501708984,-5.2784647941589355,115.43224334716797
15.040538787841797,-5.901544094085693,132.70916748046875
15.040538787841797,-5.901544094085693,132.70916748046875
15.040538787841797,-5.901544094085693,132.70916748046875
15.040538787841797,-5.901544094085693,132.70916748046875
15.040538787841797,-5.901544094085693,132.70916748046875
14.898614883422852,-6.462255477905273,132.7859344482422
15.220550537109375,-6.420462608337402,132.57623291015625
14.798261642456055,-6.221235275268555,132.82015991210938
15.317676544189453,-6.170884132385254,132.59481811523438
14.773193359375,-6.0049848556518555,132.90713500976562
